activity_id,activity_step_id,name,available_at,due_at,poster_id,started,completed,processed,submission_count,grade_created_at,grade
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,2231a2b0-3b1a-437d-b157-482267ec6905,true,true,false,2,2026-02-01 19:47:45.805908+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,250846bd-5004-4601-a272-e7b2aca4eb6a,true,true,false,1,2026-02-07 23:41:45.256864+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,252d9866-7b73-456e-bba9-271a69f78367,true,true,false,6,2026-02-07 20:49:33.127266+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,270abd14-6080-4c69-8514-b94caea00668,true,true,false,1,2026-02-03 01:27:06.768153+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,274d62d6-7521-445a-99d4-ea8c3769cdfc,true,true,false,3,2026-02-07 23:22:22.913582+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,27ca71cd-1949-4dde-be81-ea1f45ceaeda,true,false,false,0,null,null
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,280e5337-aa69-4e62-af76-a74efaabc3f3,true,true,false,1,2026-02-06 05:03:27.370495+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,28b3c8a3-b58f-4aa0-aa11-6968ab8036f9,true,true,false,1,2026-02-08 01:09:19.650107+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,28e9191c-f416-481b-8e6a-1e28668151cb,true,true,false,4,2026-02-02 20:31:37.220969+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,2a6e0d93-4006-4247-8560-bcdb13b55ecd,true,true,false,1,2026-02-07 02:55:01.192091+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,2aa0e387-7b44-4ac6-8406-3058018377fb,true,true,false,3,2026-02-07 23:55:02.608072+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,2b08e779-2a19-44fe-8837-9a4728d125cb,true,true,false,1,2026-02-08 02:07:33.372888+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,2b33188a-a0fa-4db8-a509-4dff26077c69,true,true,false,1,2026-02-08 04:59:19.314183+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,2e3be952-16ac-49f8-adbb-5be369039f58,true,false,false,0,null,null
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,2f65eccc-8de7-4cef-8a9f-3d9a2f81e528,true,true,false,1,2026-02-06 19:16:00.964251+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,2f80ba60-bef5-46fd-9113-923445b66066,true,true,false,1,2026-02-08 01:41:42.23959+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,2f9ea360-f5b4-47bb-8935-774dbd2f2f23,true,true,false,2,2026-02-07 19:15:55.948918+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,30fe7886-da4c-48c1-baa9-7472905ec147,true,true,false,1,2026-02-06 05:58:25.490248+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,32ff9e67-7ecb-437d-8ba2-b2bf5975741f,true,true,false,1,2026-02-07 23:11:31.943433+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,334620a7-4e29-4e1f-89fb-ab49222a5743,true,true,false,1,2026-02-03 05:11:44.565885+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,34056c20-61d4-447d-aa64-3d012b2eb320,true,true,false,1,2026-02-05 04:28:40.054233+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,342957f4-e371-408f-a6eb-39f019130fe4,true,false,false,0,null,null
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,3448239c-872b-4c17-b182-f4a71a3bf212,true,true,false,1,2026-02-04 20:53:29.453304+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,36dbf284-b4fc-48d4-8f81-ba7ca7f5e22c,true,true,false,1,2026-02-05 00:38:03.083411+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,38108de0-4eac-493a-8a76-9ca928976486,true,true,false,1,2026-02-03 03:04:05.376398+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,389d6366-ef0e-4f6c-849b-8ebd4381dc39,true,true,false,1,2026-02-05 01:53:14.600222+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,397fc8df-bcaa-4b19-a171-b5b8ae5aa6a1,true,true,false,2,2026-02-08 02:48:24.571464+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,3aee2105-9325-4943-8e9b-9827f3caa4a1,true,true,false,1,2026-02-07 15:53:09.607748+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,3be76786-1b07-420f-aecb-55e880216d14,true,true,false,1,2026-02-04 14:54:01.751885+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,3f725ff5-40ca-4233-882b-bd5e0ebcdac0,true,true,false,1,2026-02-08 01:01:27.625444+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,41b48ecd-0038-4555-b969-8fa83a857155,true,true,false,1,2026-02-04 05:24:09.436159+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,43ced0de-deac-4625-aa46-654ac2a7dbbe,true,true,false,1,2026-02-07 21:43:27.380899+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,445fe618-9532-4312-9364-a1a49518ea1e,true,true,false,1,2026-02-06 23:44:01.100755+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,488f9b95-3d81-4229-b90e-f7d2a77316f8,true,true,false,1,2026-02-05 20:44:22.422842+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,48f5db34-ae33-4d59-9f7a-84a1e2285326,true,true,false,1,2026-02-03 15:21:57.397803+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,4ab12685-62d5-4160-b0d0-a5a8f1c9c7f7,true,true,false,1,2026-02-07 21:30:41.960805+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,4e67031b-8170-4bca-9603-9b41b2d64d0b,true,true,false,2,2026-02-03 17:30:14.639395+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,4f0b52f6-9bb4-4817-b79c-65b3ee89c2db,true,true,false,3,2026-02-08 00:58:55.033768+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,57e08a35-1983-4a4e-920c-d0b4d1a38437,true,true,false,2,2026-02-08 01:32:55.370643+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,59a45972-df01-42b7-846c-a9b05cafb58a,true,false,false,0,null,null
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,5b4c0197-64e2-4d23-8036-08b08b0bfa2c,true,true,false,1,2026-02-06 17:26:06.376864+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,5b8ae3a8-dd5c-4c86-a79a-9fa772566c36,true,true,false,1,2026-02-08 02:21:05.66565+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,5bb0a71d-74c6-411f-a961-26aab179422f,true,true,false,3,2026-02-08 01:23:07.628407+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,5ce1d9a0-c5f9-4bf7-9cdb-76ae87733cf5,true,false,false,0,null,null
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,5e822e9b-5d9b-44db-9c57-a8012ecfd7bf,true,true,false,1,2026-02-08 00:09:24.091456+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,5f1204ab-3117-470c-b55b-917b7bf3f4ee,true,true,false,2,2026-02-06 08:20:12.247705+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,5f3d7cbb-0c53-48a9-bc27-d7d30aff628e,true,true,false,1,2026-02-08 04:43:36.925791+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,5f80d69a-2c7d-43fe-bb6c-a8ed22736926,true,true,false,1,2026-02-04 17:32:11.369633+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,5fcb8532-88db-4770-81f5-08758767fd17,true,false,false,0,null,null
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,605b7b95-23e0-49b0-a8c0-b76e240a2e15,true,false,false,0,null,null
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,61b53c69-da8e-42df-85d4-0ac6b54d7992,true,true,false,1,2026-02-07 15:54:50.939703+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,627fe1d4-10c5-4bc4-ab9f-e5ea6b4cc173,true,true,false,1,2026-02-02 20:46:35.909003+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,62988890-5d38-47a0-917a-be802ee84152,true,true,false,1,2026-02-07 22:56:02.460093+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,6331561e-d6a6-4ec5-b8bc-79cba6d2a836,true,true,false,2,2026-02-04 21:32:11.302925+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,634422f8-fa85-4be5-8285-70e2912ce8fe,true,true,false,1,2026-02-08 01:52:44.741624+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,64c8e611-e2f7-4bde-a1e0-ee7a64707346,true,true,false,1,2026-02-04 16:52:56.114053+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,65c92c74-43f9-44d5-9434-9f98df3e5864,true,true,false,1,2026-02-07 17:57:23.81398+00,1
0b1e9356-146c-4e63-8345-0404033642f7,12ea7909-7d44-44e5-9e95-d53f2214cc4c,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,6604ecf4-d9b0-4100-9775-7b77c4867ad9,true,true,false,1,2026-02-08 04:16:22.986639+00,1
5deda278-49f9-490a-84ad-a04f4c8af991,9d5c086a-a116-4923-af32-533188f17e64,Week 3 Reading Elaboration: Let's Debate!,2026-02-01 05:00:00+00,2026-02-08 04:59:00+00,677be99f-2ff1-4187-a878-def75b59537e,true,true,false,2,2026-02-02 22:27:36.094677+00,1
